EntrezGeneId	geneSymbol	geneName	diseaseId	diseaseName	score	NumberOfPubmeds	associationType									
79823	CAMKMT	calmodulin-lysine N-methyltransferase	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
64400	AKTIP	AKT interacting protein	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
4437	MSH3	mutS homolog 3	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
6469	SHH	sonic hedgehog	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
3020	H3F3A	"H3 histone, family 3A"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
3383	ICAM1	intercellular adhesion molecule 1	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
2778	GNAS	GNAS complex locus	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
22914	KLRK1	"killer cell lectin-like receptor subfamily K, member 1"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
805	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
4010	LMX1B	"LIM homeobox transcription factor 1, beta"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
801	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
2353	FOS	FBJ murine osteosarcoma viral oncogene homolog	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
22882	ZHX2	zinc fingers and homeoboxes 2	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
29904	EEF2K	eukaryotic elongation factor-2 kinase	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
958	CD40	"CD40 molecule, TNF receptor superfamily member 5"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
10461	MERTK	c-mer proto-oncogene tyrosine kinase	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
4363	ABCC1	"ATP-binding cassette, sub-family C (CFTR/MRP), member 1"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
100528032	KLRC4-KLRK1	KLRC4-KLRK1 readthrough	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
1017	CDK2	cyclin-dependent kinase 2	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
7052	TGM2	transglutaminase 2	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
358	AQP1	aquaporin 1 (Colton blood group)	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
50943	FOXP3	forkhead box P3	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
9021	SOCS3	suppressor of cytokine signaling 3	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
889	KRIT1	"KRIT1, ankyrin repeat containing"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
8829	NRP1	neuropilin 1	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
5159	PDGFRB	"platelet-derived growth factor receptor, beta polypeptide"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
23627	PRND	prion protein 2 (dublet)	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
27250	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
6280	S100A9	S100 calcium binding protein A9	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
4288	MKI67	marker of proliferation Ki-67	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
412	STS	"steroid sulfatase (microsomal), isozyme S"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
4312	MMP1	matrix metallopeptidase 1 (interstitial collagenase)	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
1756	DMD	dystrophin	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
361	AQP4	aquaporin 4	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
355	FAS	Fas cell surface death receptor	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
81	ACTN4	"actinin, alpha 4"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
3439	IFNA1	"interferon, alpha 1"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
5747	PTK2	protein tyrosine kinase 2	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
27122	DKK3	dickkopf WNT signaling pathway inhibitor 3	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
1969	EPHA2	EPH receptor A2	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
920	CD4	CD4 molecule	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
1048	CEACAM5	carcinoembryonic antigen-related cell adhesion molecule 5	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
5530	PPP3CA	"protein phosphatase 3, catalytic subunit, alpha isozyme"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
2247	FGF2	fibroblast growth factor 2 (basic)	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
5080	PAX6	paired box 6	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
7439	BEST1	bestrophin 1	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
7852	CXCR4	chemokine (C-X-C motif) receptor 4	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
2173	FABP7	"fatty acid binding protein 7, brain"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
3240	HP	haptoglobin	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
3105	HLA-A	"major histocompatibility complex, class I, A"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
3586	IL10	interleukin 10	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
7490	WT1	Wilms tumor 1	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
100532731	COMMD3-BMI1	COMMD3-BMI1 readthrough	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
7827	NPHS2	"nephrosis 2, idiopathic, steroid-resistant (podocin)"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
57045	TWSG1	twisted gastrulation BMP signaling modulator 1	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
9211	LGI1	"leucine-rich, glioma inactivated 1"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
808	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
1286	COL4A4	"collagen, type IV, alpha 4"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
10763	NES	nestin	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
57534	MIB1	mindbomb E3 ubiquitin protein ligase 1	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
3447	IFNA13	"interferon, alpha 13"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
3309	HSPA5	"heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
29072	SETD2	SET domain containing 2	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
1437	CSF2	colony stimulating factor 2 (granulocyte-macrophage)	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
1031	CDKN2C	"cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
29108	PYCARD	PYD and CARD domain containing	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
7294	TXK	TXK tyrosine kinase	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
406903	MIR10B	microRNA 10b	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
4869	NPM1	"nucleophosmin (nucleolar phosphoprotein B23, numatrin)"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
648	BMI1	BMI1 polycomb ring finger oncogene	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
5894	RAF1	v-raf-1 murine leukemia viral oncogene homolog 1	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
8988	HSPB3	heat shock 27kDa protein 3	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
8795	TNFRSF10B	"tumor necrosis factor receptor superfamily, member 10b"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
3133	HLA-E	"major histocompatibility complex, class I, E"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
8837	CFLAR	CASP8 and FADD-like apoptosis regulator	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
101930123	LOC101930123	eukaryotic elongation factor 2 kinase-like	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
6678	SPARC	"secreted protein, acidic, cysteine-rich (osteonectin)"	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
2354	FOSB	FBJ murine osteosarcoma viral oncogene homolog B	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
4524	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)	umls:C1621958	Glioblastoma Multiforme	0.000597117	2	Biomarker									
1029	CDKN2A	cyclin-dependent kinase inhibitor 2A	umls:C1514422	Primary Glioblastoma	0.000597117	2	Biomarker									
8842	PROM1	prominin 1	umls:C1514422	Primary Glioblastoma	0.000597117	2	Biomarker									
4193	MDM2	"MDM2 oncogene, E3 ubiquitin protein ligase"	umls:C0334588	Giant Cell Glioblastoma	0.000298558	1	Biomarker									
5728	PTEN	phosphatase and tensin homolog	umls:C0334588	Giant Cell Glioblastoma	0.000298558	1	Biomarker									
7078	TIMP3	TIMP metallopeptidase inhibitor 3	umls:C1519214	Secondary Glioblastoma	0.000298558	1	Biomarker									
3918	LAMC2	"laminin, gamma 2"	umls:C1519214	Secondary Glioblastoma	0.000298558	1	Biomarker									
3815	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	umls:C1519214	Secondary Glioblastoma	0.000298558	1	Biomarker									
5156	PDGFRA	"platelet-derived growth factor receptor, alpha polypeptide"	umls:C1519214	Secondary Glioblastoma	0.000298558	1	Biomarker									
3791	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	umls:C1519214	Secondary Glioblastoma	0.000298558	1	Biomarker									
1437	CSF2	colony stimulating factor 2 (granulocyte-macrophage)	umls:C1519214	Secondary Glioblastoma	0.000298558	1	Biomarker									
8739	HRK	"harakiri, BCL2 interacting protein (contains only BH3 domain)"	umls:C1519214	Secondary Glioblastoma	0.000298558	1	Biomarker									
57045	TWSG1	twisted gastrulation BMP signaling modulator 1	umls:C1519214	Secondary Glioblastoma	0.000298558	1	Biomarker									
3020	H3F3A	"H3 histone, family 3A"	umls:C0278878	Adult Glioblastoma	0.000298558	1	Biomarker									
5290	PIK3CA	"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha"	umls:C0278878	Adult Glioblastoma	0.000298558	1	Biomarker									
10763	NES	nestin	umls:C0278878	Adult Glioblastoma	0.000298558	1	Biomarker									
3021	H3F3B	"H3 histone, family 3B (H3.3B)"	umls:C0278878	Adult Glioblastoma	0.000298558	1	Biomarker									
546	ATRX	alpha thalassemia/mental retardation syndrome X-linked	umls:C0278878	Adult Glioblastoma	0.000298558	1	Biomarker									
8739	HRK	"harakiri, BCL2 interacting protein (contains only BH3 domain)"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
586	BCAT1	"branched chain amino-acid transaminase 1, cytosolic"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
3557	IL1RN	interleukin 1 receptor antagonist	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
50616	IL22	interleukin 22	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
2973	GTS	Gilles de la Tourette syndrome	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5499	PPP1CA	"protein phosphatase 1, catalytic subunit, alpha isozyme"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
25801	GCA	"grancalcin, EF-hand calcium binding protein"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
689	BTF3	basic transcription factor 3	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
894	CCND2	cyclin D2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
4547	MTTP	microsomal triglyceride transfer protein	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
54165	DCUN1D1	"DCN1, defective in cullin neddylation 1, domain containing 1"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
8354	HIST1H3I	"histone cluster 1, H3i"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
10569	SLU7	SLU7 splicing factor homolog (S. cerevisiae)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
921	CD5	CD5 molecule	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
7013	TERF1	telomeric repeat binding factor (NIMA-interacting) 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
144195	SLC2A14	"solute carrier family 2 (facilitated glucose transporter), member 14"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
728294	D2HGDH	D-2-hydroxyglutarate dehydrogenase	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
4150	MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
1435	CSF1	colony stimulating factor 1 (macrophage)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
10653	SPINT2	"serine peptidase inhibitor, Kunitz type, 2"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
85415	RHPN2	"rhophilin, Rho GTPase binding protein 2"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
26084	ARHGEF26	Rho guanine nucleotide exchange factor (GEF) 26	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
8030	CCDC6	coiled-coil domain containing 6	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
4904	YBX1	Y box binding protein 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
10525	HYOU1	hypoxia up-regulated 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
4821	NKX2-2	NK2 homeobox 2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
808	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
259197	NCR3	natural cytotoxicity triggering receptor 3	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
889	KRIT1	"KRIT1, ankyrin repeat containing"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
338386	HSR	"Hand skill, relative"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5583	PRKCH	"protein kinase C, eta"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
407040	MIR34A	microRNA 34a	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
3030	HADHA	"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
31	ACACA	acetyl-CoA carboxylase alpha	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
231	AKR1B1	"aldo-keto reductase family 1, member B1 (aldose reductase)"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
6750	SST	somatostatin	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
9092	SART1	squamous cell carcinoma antigen recognized by T cells	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
4843	NOS2	"nitric oxide synthase 2, inducible"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
1889	ECE1	endothelin converting enzyme 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
214	ALCAM	activated leukocyte cell adhesion molecule	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
6352	CCL5	chemokine (C-C motif) ligand 5	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
644943	RASSF10	Ras association (RalGDS/AF-6) domain family (N-terminal) member 10	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
2971	GTF3A	general transcription factor IIIA	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
976	CD97	CD97 molecule	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5919	RARRES2	retinoic acid receptor responder (tazarotene induced) 2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
6502	SKP2	"S-phase kinase-associated protein 2, E3 ubiquitin protein ligase"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5130	PCYT1A	"phosphate cytidylyltransferase 1, choline, alpha"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
6566	SLC16A1	"solute carrier family 16 (monocarboxylate transporter), member 1"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
85409	NKD2	naked cuticle homolog 2 (Drosophila)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
3984	LIMK1	LIM domain kinase 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
284340	CXCL17	chemokine (C-X-C motif) ligand 17	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
57730	ANKRD36B	ankyrin repeat domain 36B	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
7764	ZNF217	zinc finger protein 217	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
354	KLK3	kallikrein-related peptidase 3	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
6402	SELL	selectin L	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
1859	DYRK1A	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
6934	TCF7L2	"transcription factor 7-like 2 (T-cell specific, HMG-box)"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
22861	NLRP1	"NLR family, pyrin domain containing 1"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
10893	MMP24	matrix metallopeptidase 24 (membrane-inserted)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
4739	NEDD9	"neural precursor cell expressed, developmentally down-regulated 9"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
151393	RMDN2	regulator of microtubule dynamics 2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
1230	CCR1	chemokine (C-C motif) receptor 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
728378	POTEF	"POTE ankyrin domain family, member F"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
2011	MARK2	MAP/microtubule affinity-regulating kinase 2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
10381	TUBB3	"tubulin, beta 3 class III"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
9821	RB1CC1	RB1-inducible coiled-coil 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
3329	HSPD1	heat shock 60kDa protein 1 (chaperonin)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
55279	ZNF654	zinc finger protein 654	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
64386	MMP25	matrix metallopeptidase 25	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
3561	IL2RG	"interleukin 2 receptor, gamma"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
54808	DYM	dymeclin	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
84735	CNDP1	carnosine dipeptidase 1 (metallopeptidase M20 family)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
54739	XAF1	XIAP associated factor 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
9723	SEMA3E	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
10724	MGEA5	meningioma expressed antigen 5 (hyaluronidase)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
11170	FAM107A	"family with sequence similarity 107, member A"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
58473	PLEKHB1	"pleckstrin homology domain containing, family B (evectins) member 1"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
1785	DNM2	dynamin 2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
2934	GSN	gelsolin	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
7295	TXN	thioredoxin	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
3799	KIF5B	kinesin family member 5B	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
3897	L1CAM	L1 cell adhesion molecule	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
340075	ARSI	"arylsulfatase family, member I"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
50507	NOX4	NADPH oxidase 4	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
199	AIF1	allograft inflammatory factor 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
23362	PSD3	pleckstrin and Sec7 domain containing 3	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
3952	LEP	leptin	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5354	PLP1	proteolipid protein 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
284086	NEK8	NIMA-related kinase 8	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
7504	XK	X-linked Kx blood group (McLeod syndrome)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5890	RAD51B	RAD51 paralog B	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
51115	RMDN1	regulator of microtubule dynamics 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
55355	HJURP	Holliday junction recognition protein	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
2512	FTL	"ferritin, light polypeptide"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5055	SERPINB2	"serpin peptidase inhibitor, clade B (ovalbumin), member 2"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
6383	SDC2	syndecan 2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
28985	MCTS1	malignant T cell amplified sequence 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
3181	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
3702	ITK	IL2-inducible T-cell kinase	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
9560	CCL4L1	chemokine (C-C motif) ligand 4-like 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
22883	CLSTN1	calsyntenin 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
1947	EFNB1	ephrin-B1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
51285	RASL12	"RAS-like, family 12"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
8549	LGR5	leucine-rich repeat containing G protein-coupled receptor 5	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
78986	DUSP26	dual specificity phosphatase 26 (putative)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
200186	CRTC2	CREB regulated transcription coactivator 2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
6047	RNF4	ring finger protein 4	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
23424	TDRD7	tudor domain containing 7	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
22918	CD93	CD93 molecule	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
10928	RALBP1	ralA binding protein 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
84823	LMNB2	lamin B2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
56647	BCCIP	BRCA2 and CDKN1A interacting protein	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
1363	CPE	carboxypeptidase E	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
801	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5428	POLG	"polymerase (DNA directed), gamma"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
54914	FOCAD	focadhesin	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
6176	RPLP1	"ribosomal protein, large, P1"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
10717	AP4B1	"adaptor-related protein complex 4, beta 1 subunit"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
2065	ERBB3	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
8404	SPARCL1	SPARC-like 1 (hevin)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
7128	TNFAIP3	"tumor necrosis factor, alpha-induced protein 3"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
64067	NPAS3	neuronal PAS domain protein 3	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
2309	FOXO3	forkhead box O3	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5600	MAPK11	mitogen-activated protein kinase 11	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
6447	SCG5	secretogranin V (7B2 protein)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
805	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
2005	ELK4	"ELK4, ETS-domain protein (SRF accessory protein 1)"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
9507	ADAMTS4	"ADAM metallopeptidase with thrombospondin type 1 motif, 4"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
51129	ANGPTL4	angiopoietin-like 4	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
1267	CNP	"2',3'-cyclic nucleotide 3' phosphodiesterase"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
4948	OCA2	oculocutaneous albinism II	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
1725	DHPS	deoxyhypusine synthase	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5204	PFDN5	prefoldin subunit 5	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
27189	IL17C	interleukin 17C	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
64400	AKTIP	AKT interacting protein	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5800	PTPRO	"protein tyrosine phosphatase, receptor type, O"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
54828	BCAS3	breast carcinoma amplified sequence 3	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
7424	VEGFC	vascular endothelial growth factor C	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
335	APOA1	apolipoprotein A-I	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
79823	CAMKMT	calmodulin-lysine N-methyltransferase	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
